reviewer,stars,title,review,date
Amazon Customer,3,it had interesting talking points,"it had interesting talking points. this books had interesting points that it brought into light. I am glad that I read it as it has been on my list for quite some time. The books tries to demystify the assumption that a truly outstanding person got to their place and position soley on true grit, but by their circumstance and hard work.",2018-05-24
Carlos Champaign,5,entertaining listen,entertaining listen. entertaining listen very easy to visualize in your mind as you go with the audio.,2018-05-24
Jennifer Cesaitis,4,interesting thoughts and ideas,"interesting thoughts and ideas. after being called an outlier by colliges, I thought I would read this.  It turns out I owe a lot of my success to the same people that call me an outlier. Thanks for opening my thoughts on just what it means to be an outer.",2018-05-21
Ali,5,Outliers book review,"Outliers book review. I listened to this audio book in May 2018 and the idea stroke me and provided answers to many questions I had regarding success. The author did fantastic research and chose his subjects from many areas such as sports, academics achievement and entrepreneurs. The idea will sure help me raise my kids better and to sincerely look at my success story from different angles. Thanks Malcolm Gladwell",2018-05-21
Laura,5,A Revelation,"A Revelation. This book brings overlooked circumstances forward, and  teaches a new way to look at success. Amazing!",2018-05-21
Bhagyoday,5,Milestone,"Milestone. Malcolm Gladwell has a unique ability through which he convey the message with effective, convincing stories which felt familiar even if they heard first time in life.",2018-05-21
Kindle Customer,2,Lots of boring stats,Lots of boring stats. Not the best book I have read. Lots of boring stats and never really felt like the book was getting anywhere. Was hoping for a twist or punch at the end but unfortunately just more stats.,2018-05-16
Gold family,3,a fair attempt to simplify something complex,"a fair attempt to simplify something complex. This book attempts to explain how those considered outliers achieve fantastic success. The cultural background, date of birth and opportunities at work, wealth and parenting types. He does a great job explaining the importance of all of these things but frankly over simplifies and boils success down to almost only these things. He refers to "" individual ruggedness"" as dangerous and discounts individual performance and success to a community effort. He makes some very good points but he simply points out why the ""outliers""  the Bill Gates of the world succeeded because of there time, place, and opportunities combined with his hard work to become something fantastic. His theory does not explain how most of us non outliers can be successful given very similar circumstances.   In short this book is an oversimplification of a very small group of people.",2018-05-14
JC,5,I really enjoyed this book.,"I really enjoyed this book.. Everyone comes from somewhere, after all. Nice to hear it recognized so pointedly. Also, gladwell is a terrific narrator.",2018-05-12
go.euro.lk,5,Quite a good book. The research value is very high,Quite a good book. The research value is very high. Book gives a clear insight about who considered to be outliers in the society and what made them to be one. The more appropriate tittle for this book could have been Outliers stripped bare.,2018-05-07
Jess N,4,"Pretty interesting, but lacks actionable advice.","Pretty interesting, but lacks actionable advice.. A fun read with i intriguing insights about successful people.  I was hoping for advice on becoming, or nurturing traits of outliers in employees, children, or ourselves.  It seems from the stories within, Gladwell believes a bit in destiny and that some are fortunate enough to have the stars aligned.  I find that a bit disappointing for the rest of us.",2018-05-06
James,4,A simple and good read,"A simple and good read. The book has simple concepts that is easy to understand. However, I won't consider the book as thought provoking as most of the concepts are not really new. But Malcolm was able to bring very good examples to proof his concepts.",2018-05-02
