,stars,review,date,country
3763,1,Age defiant!. It was recommended to me by a young person. I am over 60. Took a flyer. Cannot recommend this book to much. Have read all of Malcolm books. insight and wisdom.,2017-11-07,Estados Unidos
3764,1,"Brilliantly written and gripping read. Fabulous, it is brilliantly written, gripping read with meaningful conclusions. Really thought provoking, from one of the finest non fiction writer if our time.",2020-05-10,Estados Unidos
3765,1,Enjoyable. Great read. Really enlightening,2020-12-30,Estados Unidos
3766,1,"A wonderful read which explores why some people succeed and others .... Well researched and explained book. A wonderful read which explores why some people succeed and others don't despite great effort. Also, timely given USA's recent discussions of white privilege and institutional racism. I found myself reading a chapter, or a part chapter, a night, so I could spend some time thinking about it the next day.",2014-12-11,Estados Unidos
3767,1,"Fascinating. The ideas proposed in this text seem revolutionary to how we generally view success. Though some facets may be a bit trite, like wealth and opportunity, the research and studies done to prove why these things among others are more likely to amount to success is incredibly intriguing. My only issue was that I kind of got the whole point half-way through the book, but I did appreciate Gladwell's style of personal vignettes backed by scientific research. For an AP Psych summer reading book, I think it is a fantastic choice as it is interesting and thought-provoking as well as an easy and good read.",2013-09-08,Estados Unidos
3768,1,Love it. Such a good book for motivation!,2020-05-25,Estados Unidos
3769,1,Five Stars. good stuff. Enlightened and got answers to stuff one would always wonder.,2017-12-04,Estados Unidos
3770,1,Five Stars. I read just ywo chapters I started loving this book already.,2017-09-21,Estados Unidos
3771,1,Enjoyed and learned a lot. This book has amazing details about how a person becomes an outlier. I learned this is not only a matter of hard work but also luck has a lot to do with it. The luck which starts many years before the outlier becomes an outlier.,2018-03-05,Estados Unidos
3772,1,Outliers book. Loved the book. I sent extra one to 16-year-old grandson and he loved it too. Now we spent time on phone discussing book. Love it!,2020-02-16,Estados Unidos
3773,1,Best !!!!. Enjoyed every bit of this book,2021-03-26,Estados Unidos
3774,1,Must read. It's a must read. MG is articulate and crafts his thoughts without rambling on and saying the same thing over and over. He doesn't say the same thing twice. He says what he needs to and gets to the point. Each point is unique and supports the main idea. Very little repetition in this book.,2015-03-24,Estados Unidos
3775,1,"Read this book. It's captivating and well written.. Malcolm Gladwell does a very good job addressing some of the clearly misguided impressions of the modern culture that thinks someone who has been successful somehow stumbled onto the opportunity and got lucky. Well, ""Outliers - The Story of Success"" describes individuals who were in the right place, at the right time, and were prepared to take advantage of the opportunity presented to them. They weren't the blindly lucky...they were the ultimately prepared by thousands of hours of progressive learning and practice.",2014-11-13,Estados Unidos
3776,1,"Good writers are philosophers but in a really great book .... Good writers are philosophers but in a really great book the philosophy is shown, not told in large dollops. A moderately interesting read if you can overlook that all characters sound basically the same. Anne",2015-06-01,Estados Unidos
3777,1,"The kind of book that makes adults fight like toddlers over a toy!. This book is amazing! Entertaining and eye opening, Gladwell keeps a great red thread throughout the book. This copy has been passed around amongst my friends and several are waiting for their turn to read it! Definitely the kind of book that I would buy as a gift or have several copies of, to lend/give to friends and family!",2016-11-30,Estados Unidos
3778,1,"surprising clues about success. By looking at groups of successful people in various fields such as sports, business, legal profession, the author comes up with startling conclusions. His research can be useful for parents and young people in choosing where to focus their attention. As an older person, I can recommend it as a good read and passing it on to the younger generations.",2010-12-07,Estados Unidos
3779,1,Very satisfying!. This was my first book to read from Malcolm Gladwell. I finished it months ago and I am still thinking about the information as well as talking about the book to really anyone who will listen. Wonderful.,2018-02-06,Estados Unidos
3780,1,Good for thought. Whether you subscribe to Gladwells way of thinking you have to value his creative thought processes. He turns the simple upside down and then presents it on the most logical narrative. I love the way he thinks and read all his books. It's good mental exercise.,2014-10-05,Estados Unidos
3781,1,"Good read. Great book, it gives a good perspective on why and how the Bill Gates of the world got to where they were. The story telling makes it easy to understand and very reader friendly.",2017-06-09,Estados Unidos
3782,1,Thinking out of the box. Malcolm Gladwell is an out-of-the-box thinker who sees the world in a non-traditional way. He challenges your assumptions and gets you to think. I like that in a book. I end up penciling a lot of questions and comments in the book margins as I read Gladwell. We have been talking in our family about the ideas in this book for weeks. This book definitely sparks discussion.,2009-04-21,Estados Unidos
